INSTNM,ACCREDAGENCY,ADM_RATE,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,PCTPELL,C150_4,C150_L4,CCSIZSET,HBCU,PBI,ANNHI,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,PCTFLOAN,DEBT_MDN,D_PCTPELL_PCTFLOAN,GRADS,STUFACR,SATVR50,SATMT50,ACTCM50,ACTEN50,ACTMT50
Stillman College,Southern Association of Colleges and Schools Commission on Colleges,0.6454,,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.0,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.28,0.02,727.0,0.6989,0.248,,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.6776,16000,704.0,,15.0,,,,,
Talladega College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0,0.0,0.0,0.0,0.0523,0.0,0.0523,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0065,0.0,0.0,0.0784,0.0065,0.0,0.0,0.0,0.0,0.0,0.0196,0.0,0.183,0.1046,0.0261,0.1046,0.0,0.0,0.0,0.0,0.0196,0.0,0.3399,0.0,832.0,0.7033,0.3529,,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.6935,15000,1129.0,68.0,22.0,,,,,
H Councill Trenholm State Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0,0.0,0.0,0.0,0.0,0.083,0.0692,0.0761,0.0,0.0,0.1522,0.0,0.045,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0727,0.0104,0.0,0.0,0.308,0.0381,0.0,1599.0,0.5832,,0.2018,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,1826.0,,17.0,,,,,
Troy University,Southern Association of Colleges and Schools Commission on Colleges,0.9484,1050.0,0.0,0.0035,0.0,0.0,0.0441,0.0,0.0567,0.0,0.0618,0.0,0.0028,0.0031,0.0,0.0,0.0118,0.0799,0.0,0.0311,0.0028,0.0,0.0606,0.0236,0.0,0.0,0.0031,0.0,0.1051,0.0606,0.0866,0.0441,0.0,0.0,0.0,0.0,0.0177,0.0945,0.1964,0.0102,10316.0,0.4229,0.4552,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6585,15985,11297.0,3388.0,16.0,540.0,505.0,20.0,21.0,18.0
Tuskegee University,Southern Association of Colleges and Schools Commission on Colleges,0.2969,1091.0,0.1517,0.0124,0.0224,0.0,0.0174,0.0,0.0398,0.0,0.0174,0.1692,0.0,0.0,0.0199,0.0,0.0124,0.0,0.0,0.0846,0.005,0.0,0.0,0.0,0.0,0.0,0.0124,0.0,0.0448,0.0,0.0075,0.0299,0.0398,0.0,0.0,0.0,0.005,0.2015,0.1045,0.0025,2100.0,0.5723,0.6728,,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6232,21250,2184.0,470.0,7.0,570.0,530.0,21.0,20.0,18.0
United States Sports Academy,Southern Association of Colleges and Schools Commission on Colleges,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.5429,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2286,10976,70.0,132.0,11.0,,,,,
Bevill State Community College,Southern Association of Colleges and Schools Commission on Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.01,0.0,0.0,0.0358,0.0,0.03,0.0,0.0,0.1358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1292,0.0183,0.1233,0.1725,0.0,0.2983,0.0142,0.0,2205.0,0.3385,,0.3613,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,3371.0,,13.0,,,,,
University of Alaska Anchorage,Northwest Commission on Colleges and Universities,0.6532,,0.0024,0.006,0.0,0.0018,0.006,0.0,0.0287,0.0096,0.0006,0.04,0.0251,0.0096,0.0137,0.0054,0.0137,0.1499,0.0,0.0233,0.0042,0.0,0.0251,0.0096,0.0012,0.0,0.0054,0.0179,0.0346,0.0131,0.0143,0.0221,0.0,0.0466,0.0161,0.0269,0.0257,0.2478,0.1433,0.0107,6778.0,0.193,0.2995,,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.1583,11231,10259.0,539.0,11.0,,,,,
Alaska Bible College,Association for Biblical Higher Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.5227,0.5,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0682,PS,44.0,,3.0,,,,,
University of Alaska Fairbanks,Northwest Commission on Colleges and Universities,,,0.0021,0.0222,0.0,0.0011,0.0106,0.0,0.0307,0.0106,0.0465,0.0687,0.018,0.0148,0.0233,0.0074,0.0085,0.0677,0.0,0.037,0.0095,0.0,0.056,0.0053,0.0032,0.0,0.0211,0.0011,0.0349,0.0825,0.0402,0.0095,0.0053,0.0507,0.0127,0.0,0.0169,0.1268,0.1501,0.0053,4010.0,0.2156,0.3851,,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1828,11283,5844.0,971.0,11.0,,,,,
University of Alaska Southeast,Northwest Commission on Colleges and Universities,0.6266,,0.0,0.0809,0.0,0.0058,0.0,0.0,0.0,0.0,0.0838,0.0,0.0029,0.0145,0.0,0.0,0.0029,0.0983,0.0,0.0318,0.0029,0.0,0.0376,0.0058,0.0,0.0,0.0,0.0,0.0,0.0231,0.0,0.0289,0.0029,0.0318,0.0636,0.052,0.0029,0.2168,0.211,0.0,964.0,0.1571,0.2458,,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.1434,10500,1757.0,199.0,9.0,,,,,
Alaska Pacific University,Northwest Commission on Colleges and Universities,0.9931,,0.0,0.0111,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0556,0.0,0.0,0.0,0.0,0.1667,0.1111,0.0,0.0,0.0,0.0,0.1778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222,0.2222,0.0,457.0,0.3787,0.3611,,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,71.0,0.5177,12696,367.0,105.0,8.0,,,,,
Alaska Vocational Technical Center,Council on Occupational Education,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1196,0.087,0.0,0.0,0.2065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.1196,0.0,0.0,0.0,0.1304,0.0,202.0,0.0471,,0.8571,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0088,5500,913.0,,12.0,,,,,
Charter College,Accrediting Bureau of Health Education Schools,,,0.0337,0.0,0.0,0.0,0.0,0.0,0.0169,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.1057,0.0383,0.0,0.0,0.7257,0.0598,0.0,2117.0,0.4971,0.5466,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6181,11884,2215.0,,25.0,,,,,
Alaska Career College,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372,0.1628,0.0,268.0,0.6287,,0.7041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5992,7199,474.0,,15.0,,,,,
Empire Beauty School-Tucson,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.5489,,0.5714,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5404,8028,235.0,,20.0,,,,,
Carrington College-Phoenix North,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,,,0.1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659,0.0361,0.0,0.0,0.0,0.7935,0.0,0.0,1047.0,0.5352,,0.5272,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5559,9298,1977.0,,27.0,,,,,
Carrington College-Mesa,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,,,0.1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8708,0.0,0.0,532.0,0.4748,,0.4526,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6316,9298,931.0,,16.0,,,,,
Carrington College-Tucson,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,,,0.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614,0.0,0.0,446.0,0.5467,,0.5323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5954,9298,781.0,,25.0,,,,,
Arizona Academy of Beauty,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.6111,,0.5714,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5417,4750,72.0,,17.0,,,,,
Miller-Motte College-Arizona Automotive Institute,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4911,0.4018,0.0,0.0,0.0,0.0,0.0,411.0,0.7083,,0.5335,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6633,10661,689.0,,22.0,,,,,
Brookline College-Phoenix,Accrediting Bureau of Health Education Schools,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772,0.0209,0.0,841.0,0.4678,0.5737,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6398,9500,1413.0,47.0,24.0,,,,,
Arizona State University Campus Immersion,Higher Learning Commission,0.8975,,0.0,0.0109,0.0128,0.0048,0.0462,0.0054,0.0539,0.0,0.0461,0.0869,0.008,0.0064,0.0116,0.0099,0.0117,0.0037,0.0,0.0801,0.0108,0.0,0.0383,0.0223,0.0046,0.0,0.0146,0.0017,0.0543,0.0251,0.0162,0.0535,0.0,0.0,0.0,0.0073,0.0407,0.0661,0.2394,0.0066,64778.0,0.3124,0.669,,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.2831,13610,64716.0,14573.0,19.0,,,,,
Arizona Western College,Higher Learning Commission,,,0.0106,0.0019,0.0,0.0,0.0044,0.0,0.0162,0.005,0.0256,0.0137,0.0225,0.0025,0.0119,0.005,0.0012,0.5709,0.0,0.0075,0.0087,0.0,0.0,0.0125,0.0006,0.0,0.0094,0.0,0.0,0.0537,0.0,0.0412,0.0212,0.0144,0.005,0.0,0.0112,0.0725,0.0487,0.0019,7595.0,0.3748,,0.2073,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0031,4500,8081.0,,20.0,,,,,
University of Arizona,Western Association of Schools and Colleges Senior Colleges and University Commission,0.8676,1229.0,0.0244,0.0171,0.0182,0.0082,0.0414,0.0,0.0552,0.0,0.0389,0.0672,0.0025,0.017,0.0148,0.0188,0.0129,0.0028,0.0,0.0918,0.0084,0.0307,0.0622,0.0054,0.0041,0.0,0.0208,0.0088,0.0725,0.0227,0.0038,0.0509,0.0,0.0,0.0,0.0,0.0331,0.0866,0.1502,0.0087,37979.0,0.2781,0.6793,,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.2757,13750,37434.0,10652.0,17.0,620.0,620.0,25.0,24.0,25.0
Central Arizona College,Higher Learning Commission,,,0.0038,0.0,0.0,0.0,0.0057,0.0038,0.0143,0.0267,0.062,0.0,0.0305,0.0,0.0124,0.0,0.0,0.4303,0.0,0.0,0.0,0.0,0.0525,0.0048,0.0,0.0,0.001,0.0,0.0,0.0563,0.0,0.0,0.0544,0.0076,0.0286,0.021,0.0105,0.1374,0.0363,0.0,4402.0,0.2388,,0.179,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0285,6157,4841.0,,15.0,,,,,
Charles of Italy Beauty College,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,85.0,0.59,,0.7429,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.58,7000,100.0,,18.0,,,,,
Cochise County Community College District,Higher Learning Commission,,,0.0025,0.0,0.0,0.0,0.001,0.0,0.0208,0.0056,0.0193,0.0025,0.0015,0.0,0.0,0.0,0.0005,0.1851,0.0,0.0025,0.0005,0.5066,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0259,0.0,0.0076,0.0035,0.0238,0.0198,0.0035,0.0066,0.142,0.0162,0.0,3032.0,0.4071,,0.2538,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0628,5500,3473.0,,15.0,,,,,
Empire Beauty School-Chandler,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.6849,,0.3636,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.589,7851,73.0,,16.0,,,,,
Avalon Institute-Mesa,National Accrediting Commission of Career Arts and Sciences,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.4837,,0.6477,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5248,6312,705.0,,21.0,,,,,
Eastern Arizona College,Higher Learning Commission,,,0.0,0.001,0.0,0.0,0.0019,0.001,0.0088,0.0214,0.0214,0.0,0.0185,0.0029,0.0,0.0,0.0,0.2152,0.0,0.001,0.0,0.0,0.0214,0.0068,0.0,0.0,0.0,0.0,0.0058,0.0156,0.0,0.0029,0.0672,0.2473,0.0204,0.0,0.0204,0.2181,0.0789,0.0019,2942.0,0.1922,,0.4914,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,PS,4583.0,,19.0,,,,,
Embry-Riddle Aeronautical University-Prescott,Southern Association of Colleges and Schools Commission on Colleges,0.68,1278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0388,0.0,0.024,0.122,0.0,0.1128,0.0,0.0,0.0,0.2754,0.0129,0.0,0.0481,0.0,3114.0,0.178,0.7062,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.3495,14250,3033.0,42.0,18.0,630.0,640.0,27.0,26.0,27.0
The School of Architecture,Higher Learning Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,PS,,6.0,,,,,,
Glendale Community College,Higher Learning Commission,,,0.0,0.0003,0.0,0.0,0.0078,0.0125,0.0507,0.0,0.0316,0.0027,0.014,0.0045,0.0018,0.0,0.0024,0.1888,0.0,0.0027,0.0009,0.0,0.0674,0.0066,0.0006,0.0,0.0271,0.0024,0.0125,0.0304,0.0048,0.0042,0.0,0.0116,0.0,0.0,0.2598,0.1593,0.0919,0.0009,9807.0,0.2738,,0.1188,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0699,4500,13882.0,,15.0,,,,,
Grand Canyon University,Higher Learning Commission,0.7787,,0.0,0.0006,0.0,0.0,0.0135,0.0,0.0247,0.0,0.1111,0.0083,0.0006,0.0002,0.0015,0.0,0.0064,0.0,0.0,0.0169,0.0,0.0,0.0,0.0174,0.0,0.0214,0.0004,0.0,0.0,0.0366,0.1145,0.0085,0.0,0.0,0.0,0.0,0.0174,0.4132,0.1776,0.0094,65147.0,0.4254,0.4505,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.527,12500,65870.0,35047.0,20.0,,,,,
GateWay Community College,Higher Learning Commission,,,0.0,0.0,0.0,0.0,0.0005,0.0,0.0556,0.0016,0.0005,0.0,0.0146,0.0,0.0005,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.0,0.0076,0.0,0.0016,0.0,0.0,0.0005,0.0049,0.2457,0.0,0.0,0.0724,0.4789,0.0405,0.0,3470.0,0.2912,,0.191,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.1245,4500,4674.0,,12.0,,,,,
Mesa Community College,Higher Learning Commission,,,0.01,0.0016,0.0,0.0011,0.0061,0.0029,0.0378,0.0016,0.0216,0.0026,0.0135,0.0042,0.0016,0.0,0.0013,0.1861,0.0,0.0032,0.0008,0.0,0.0414,0.0011,0.0008,0.0,0.0275,0.0003,0.0124,0.0172,0.005,0.0095,0.0121,0.0312,0.0137,0.0,0.2658,0.1418,0.1235,0.0008,11351.0,0.207,,0.128,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0735,4500,16494.0,,15.0,,,,,
Mohave Community College,Higher Learning Commission,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0577,0.0098,0.0163,0.0022,0.0,0.0,0.0,0.0196,0.0065,0.085,0.0,0.0033,0.0044,0.0,0.012,0.0,0.0,0.0,0.0022,0.0,0.0,0.0316,0.0,0.0185,0.0153,0.1198,0.0828,0.0,0.1296,0.305,0.0741,0.0044,2791.0,0.3359,,0.2628,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.067,8000,3793.0,,13.0,,,,,
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,0.4544,,0.5768,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5725,10247,1228.0,,30.0,,,,,
Dine College,Higher Learning Commission,,,0.0,0.0102,0.0,0.0102,0.0,0.0,0.0051,0.0,0.1624,0.0203,0.0,0.0,0.0,0.0,0.0,0.0203,0.0,0.0558,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0711,0.0,0.0203,0.0812,0.0,0.0,0.0,0.0,0.0152,0.3553,0.1421,0.0,1361.0,0.4464,0.181,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,1315.0,4.0,15.0,,,,,
Northern Arizona University,Higher Learning Commission,0.7999,,0.0,0.035,0.0,0.0014,0.0526,0.0,0.0245,0.0,0.0973,0.0372,0.0,0.0068,0.0,0.0,0.0149,0.0655,0.0,0.0757,0.0039,0.0,0.0198,0.0412,0.0009,0.0,0.017,0.0101,0.0573,0.0044,0.0267,0.0599,0.0,0.0,0.0,0.0,0.0303,0.1394,0.1733,0.0049,23090.0,0.3139,0.5912,,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.3349,12916,24162.0,4882.0,20.0,,,,,
Northland Pioneer College,Higher Learning Commission,,,0.0,0.0,0.0,0.0,0.0,0.0226,0.0226,0.0714,0.1185,0.0,0.0192,0.0,0.0,0.0,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314,0.0,0.0,0.0192,0.0801,0.2735,0.0,0.0,0.1882,0.0557,0.0,1075.0,0.0915,,0.075,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,PS,2786.0,,11.0,,,,,
Phoenix College,Higher Learning Commission,,,0.0,0.0005,0.0,0.0087,0.0019,0.0048,0.0375,0.0,0.0067,0.001,0.0005,0.0072,0.0058,0.0313,0.001,0.1376,0.0,0.0029,0.0014,0.0,0.0346,0.0005,0.0005,0.0,0.0279,0.0,0.0053,0.0433,0.0096,0.0067,0.0,0.0029,0.0,0.0,0.2198,0.253,0.1467,0.0005,6588.0,0.3008,,0.1248,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0824,5250,9050.0,,12.0,,,,,
Pima Community College,Higher Learning Commission,,,0.0158,0.0,0.0,0.0,0.0,0.0,0.0272,0.0063,0.036,0.0,0.0176,0.0035,0.0,0.0072,0.0,0.4899,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,0.0,0.0,0.0163,0.0023,0.0009,0.0056,0.0968,0.0183,0.0093,0.0186,0.1546,0.0697,0.0,13328.0,0.1952,,0.1843,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0501,4500,15000.0,,19.0,,,,,
Pima Medical Institute-Tucson,Accrediting Bureau of Health Education Schools,,,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9405,0.0,0.0,2477.0,0.5126,0.6915,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6147,9500,3800.0,112.0,26.0,,,,,
Pima Medical Institute-Albuquerque,Accrediting Bureau of Health Education Schools,,,0.0852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148,0.0,0.0,690.0,0.6185,,0.456,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5722,5250,1232.0,,18.0,,,,,
Prescott College,Higher Learning Commission,0.9838,,0.0083,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.2083,0.1583,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0167,0.0,0.0083,0.0,313.0,0.451,0.5532,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6701,12500,388.0,656.0,9.0,,,,,
Refrigeration School Inc,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1256,0.1365,0.2283,0.0,0.0,0.0,0.0,0.0,990.0,0.5771,,0.6102,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6457,7917,1634.0,,34.0,,,,,
Rio Salado College,Higher Learning Commission,,,0.0,0.0002,0.0,0.0,0.0012,0.0,0.026,0.0002,0.013,0.0005,0.0002,0.0017,0.0007,0.0145,0.001,0.0849,0.0,0.0,0.0002,0.0,0.0127,0.0,0.0002,0.0,0.005,0.0,0.003,0.2977,0.0117,0.0005,0.0192,0.0067,0.0,0.0002,0.0774,0.05,0.3706,0.0002,3999.0,0.0768,,0.1023,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0454,4375,15682.0,,28.0,,,,,
Roberto-Venn School of Luthiery,Accrediting Commission of Career Schools and Colleges,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.1724,,0.95,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.4828,7307,29.0,,6.0,,,,,
